1,1507895865.21,38,2,1507895865.21,38,3,1507895865.21,38,5,1507895865.21,38,6,1507895865.21,38,7,1507895865.21,38,8,1507895865.21,38,9,1507895865.21,38,10,1507895865.21,38,11,1507895865.21,38,100,0,38,101,0,0,102,0,38,
1,1507895865.72,43,2,1507895865.72,43,3,1507895865.72,43,5,1507895865.72,43,6,1507895865.72,43,7,1507895865.72,43,8,1507895865.72,43,9,1507895865.72,43,10,1507895865.72,43,11,1507895865.72,43,100,0,43,101,0,0,102,0,43,
1,1507895866.23,48,2,1507895866.23,48,3,1507895866.23,48,5,1507895866.23,48,6,1507895866.23,48,7,1507895866.23,48,8,1507895866.23,48,9,1507895866.23,48,10,1507895866.23,48,11,1507895866.23,48,100,0,47,101,0,0,102,0,48,
1,1507895866.64,52,2,1507895866.64,52,3,1507895866.64,52,5,1507895866.64,52,6,1507895866.64,52,7,1507895866.64,52,8,1507895866.64,52,9,1507895866.64,52,10,1507895866.64,52,11,1507895866.64,52,100,0,52,101,0,0,102,0,52,
1,1507895867.15,57,2,1507895867.15,57,3,1507895867.15,57,5,1507895867.15,57,6,1507895867.15,57,7,1507895867.15,57,8,1507895867.15,57,9,1507895867.15,57,10,1507895867.15,57,11,1507895867.15,57,100,0,57,101,0,0,102,0,57,
1,1507895867.66,62,2,1507895867.66,62,3,1507895867.66,62,5,1507895867.66,62,6,1507895867.66,62,7,1507895867.66,62,8,1507895867.66,62,9,1507895867.66,62,10,1507895867.66,62,11,1507895867.66,62,100,0,62,101,0,0,102,0,62,
1,1507895868.17,67,2,1507895868.17,67,3,1507895868.17,67,5,1507895868.17,67,6,1507895868.17,67,7,1507895868.17,67,8,1507895868.17,67,9,1507895868.17,67,10,1507895868.17,67,11,1507895868.17,67,100,0,67,101,0,0,102,0,67,
1,1507895868.68,72,2,1507895868.68,72,3,1507895868.68,72,5,1507895868.68,72,6,1507895868.68,72,7,1507895868.68,72,8,1507895868.68,72,9,1507895868.68,72,10,1507895868.68,72,11,1507895868.68,72,100,0,72,101,0,0,102,0,72,
1,1507895869.2,77,2,1507895869.2,77,3,1507895869.2,77,5,1507895869.2,77,6,1507895869.2,77,7,1507895869.2,77,8,1507895869.2,77,9,1507895869.2,77,10,1507895869.2,77,11,1507895869.2,77,100,0,77,101,0,0,102,0,77,
1,1507895869.7,82,2,1507895869.7,82,3,1507895869.7,82,5,1507895869.7,82,6,1507895869.7,82,7,1507895869.7,82,8,1507895869.7,82,9,1507895869.7,82,10,1507895869.7,82,11,1507895869.7,82,100,0,82,101,0,0,102,0,82,
1,1507895870.21,87,2,1507895870.21,87,3,1507895870.21,87,5,1507895870.21,87,6,1507895870.21,87,7,1507895870.21,87,8,1507895870.21,87,9,1507895870.21,87,10,1507895870.21,87,11,1507895870.21,87,100,0,87,101,0,0,102,0,87,
1,1507895870.72,92,2,1507895870.72,92,3,1507895870.72,92,5,1507895870.72,92,6,1507895870.72,92,7,1507895870.72,92,8,1507895870.72,92,9,1507895870.72,92,10,1507895870.72,92,11,1507895870.72,92,100,0,92,101,0,0,102,0,92,
1,1507895871.23,97,2,1507895871.23,97,3,1507895871.23,97,5,1507895871.23,97,6,1507895871.23,97,7,1507895871.23,97,8,1507895871.23,97,9,1507895871.23,97,10,1507895871.23,97,11,1507895871.23,97,100,0,97,101,0,0,102,0,97,
1,1507895871.74,102,2,1507895871.74,102,3,1507895871.74,102,5,1507895871.74,102,6,1507895871.74,102,7,1507895871.74,102,8,1507895871.74,102,9,1507895871.74,102,10,1507895871.74,102,11,1507895871.74,102,100,0,101,101,0,0,102,0,102,
1,1507895872.15,106,2,1507895872.15,106,3,1507895872.15,106,5,1507895872.15,106,6,1507895872.15,106,7,1507895872.15,106,8,1507895872.15,106,9,1507895872.15,106,10,1507895872.15,106,11,1507895872.15,106,100,0,106,101,0,0,102,0,106,
